Orig_Este,Orig_Norte,Orig_Cota,Orig_Real_RecPeso(%),Val_Este,Val_Norte,Val_Cota,Val_Real_Empresa_recpe(%),pred_real_knn,pred_real_xgb,pred_real_svr,pred_real_mlp,Rec_Peso_PND25_(%)_nscore,cluster_con_nscore,cluster_sin_nscore
8999.457,24970.594,2140.382,28.51,8995.0,24972.5,2137.5,25.53500748,21.13693055451495,27.405713515298157,20.74985085636796,22.2,1.505747005712342,3,3
9092.551,25052.038,2115.591,22.42,9095.0,25047.5,2122.5,21.35699654,18.73597474329569,19.682765717887232,19.27767218208515,19.270651606878168,0.851973328484668,3,3
9047.246,25340.202,2088.163,23.0,9045.0,25347.5,2092.5,20.52698708,16.583967724725003,16.504326307370864,18.956282894147705,18.89992568506458,0.9339099412610544,3,2
9060.45,25646.15,2100.999,15.68,9065.0,25647.5,2107.5,15.52139854,20.271431741138404,19.291404985691837,16.897995382386817,16.76,-0.1758307265537456,3,2
9019.8,25646.013,2100.883,20.63,9015.0,25647.5,2107.5,20.56583023,21.647296504783903,15.599576678888349,17.900878063808655,17.90244926814014,0.6279555806407832,3,2
8989.882,25033.662,2167.187,29.72,8985.0,25032.5,2167.5,28.34173584,24.82510613826496,29.202542257912224,20.97205160812444,22.206410043020707,1.592054690318601,3,3
9066.206,25751.792,2099.358,19.61,9065.0,25752.5,2092.5,19.25937653,20.39711221417386,19.338926692444495,16.32721235244696,15.792547076724803,0.4870542634764717,3,2
9037.832,25752.783,2101.842,22.22,9035.0,25752.5,2107.5,20.95506096,20.73861701730399,19.79797837926502,16.854833427269696,16.69,0.8250346491835128,3,2
9072.026,25610.492,2103.685,19.19,9075.0,25617.5,2107.5,18.24697876,20.271431741138404,19.772431065306154,16.892071346241874,16.69168284455227,0.3992762163940185,3,2
8998.957,25645.831,2098.324,20.26,8995.0,25647.5,2092.5,20.22477531,20.391341175169607,19.976663980106387,18.16563401772237,17.99403556971616,0.5672113899131166,3,2
9080.795,25057.028,2140.223,21.14,9085.0,25062.5,2137.5,20.36577988,20.775811643871595,18.86407785876839,19.298300200859618,19.30878687502167,0.6939959814391847,3,3
9101.177,25709.756,2203.23,23.47,9105.0,25707.5,2197.5,22.2577858,22.541731922617352,19.90179866983564,16.806443759286623,18.04,1.001542683290406,3,2
9155.229,25154.414,2169.563,13.01,9155.0,25152.5,2167.5,13.9646349,15.524027892805213,14.157504137246356,18.181728054758636,17.5,-0.7804270126840552,3,3
9209.03,25001.059,2127.872,26.96,9205.0,25002.5,2122.5,24.75579834,19.271062956411978,18.461122468969165,18.27439013866799,17.8,1.357032109056588,3,3
9032.652,25030.023,2231.411,18.09,9035.0,25032.5,2227.5,18.6484623,19.19,20.89969095069301,19.602247016513733,19.393141493293662,0.2481784955857255,3,3
8872.682,25448.335,2141.834,28.65,8875.0,25452.5,2137.5,27.92974281,28.132104054254178,24.45381381677582,21.46985746955154,23.549342003102577,1.52228953536462,3,2
9104.721,25090.235,2171.899,26.39,9105.0,25092.5,2167.5,25.6517086,21.689968884759207,19.630565159030983,19.049661011797276,18.700206323415067,1.298465983783343,3,3
